blocking/getty-karate-video-id635808620_4.mp4,blocking,3,0
mopping/yt-TXbgdo1JVPM_93.mp4,mopping,3,0
sanding/yt-cG-_omuZZhg_52.mp4,sanding,3,1
sanding/getty-an-employee-sands-down-the-sides-of-a-vertigo-style-virtual-pinball-video-id693525452_17.mp4,sanding,4,0
twisting/getty-young-man-jumping-in-slow-motion-while-making-a-twist-video-id142888530_11.mp4,twisting,3,1
carrying/giphy-3oKIPwxf5Sby43fZAs_1.mp4,carrying,4,0
fighting/yt-xPOV-4ta8Vg_60.mp4,fighting,3,0
licking/giphy-ulNyoUleLKhEc_0.mp4,licking,3,0
aiming/getty-medium-shot-grip-rotating-large-light-on-film-set-red-rock-canyon-video-id933-29_3.mp4,aiming,3,1
scratching/flickr-0-3-9-1-7-3-2-7-2403917327_16.mp4,scratching,3,0
pouring/getty-milk-pours-on-cereal-in-slow-motion-video-id677075411_2.mp4,pouring,3,0
opening/flickr-1-2-3-8-9-4-5-0-8312389450_63.mp4,opening,5,1
whistling/flickr-10816918@N05-3216094299_2.mp4,whistling,3,1
bulldozing/yt-9qCSXJTdPEg_275.mp4,bulldozing,4,2
hugging/vine-delena-hugging-Muz22e1Hnxq_2.mp4,hugging,3,0
lifting/yt-SgTEzuXhanU_125.mp4,lifting,3,1
flipping/vine-MgbhnnhurwD_1.mp4,flipping,5,0
scratching/getty-man-scratches-an-itchy-rash-on-his-leg-video-id822241268_2.mp4,scratching,5,0
crawling/getty-hoverfly-crawling-across-flower-flies-off-uk-video-id150273983_1.mp4,crawling,3,1
skating/giphy-3o7buaUJqVI23nbNJu_1.mp4,skating,4,0
blowing/yt-NUKJUVJiswU_19.mp4,blowing,3,1
riding/getty-man-jumping-off-ramp-on-motorbike-then-crashing-usa-video-id85131814_1.mp4,riding,4,0
resting/getty-adopt-a-new-friend-video-id621099508_11.mp4,resting,5,0
wetting/getty-businessman-falling-into-pool-struggling-to-surface-richmond-virginia-video-id92992158_15.mp4,wetting,3,1
serving/getty-passing-the-bread-buns-at-the-festive-christmas-table-video-id476856812_17.mp4,serving,4,0
applauding/getty-young-woman-on-stage-winning-million-in-front-of-enthusiastic-crowd-video-id94469591_23.mp4,applauding,5,0
yawning/yt-ohZLUw5sNhY_1.mp4,yawning,3,0
protesting/getty-indonesian-demonstrators-stage-a-huge-pro-palestinian-rally-in-in-video-id452256564_49.mp4,protesting,3,1
juggling/yt-42bTv2KS4ws_16.mp4,juggling,3,0
dragging/yt-jOE9b60TsT4_70.mp4,dragging,5,0
squatting/getty-man-playing-with-basketball-in-studio-video-id1349-115_1.mp4,squatting,3,0
discussing/getty-businessman-and-businesswoman-sitting-on-sofa-in-office-discussing-video-id482742636_6.mp4,discussing,3,0
giving/yt-omfYSmq4HQo_8.mp4,giving,3,1
adult+female+singing/yt-D1KeDDv3hUI_14.mp4,adult+female+singing,4,0
attacking/giphy-DG1kfwY9o6YIU_1.mp4,attacking,3,1
dropping/giphy-jVMilFJRTHi6c_1.mp4,dropping,4,1
shaving/vine-hPldP5ezYVF_2.mp4,shaving,3,1
climbing/yt-Hq2MmyWFXnI_3.mp4,climbing,3,0
storming/yt-rjNH8ga3HcU_37.mp4,storming,4,0
handcuffing/yt-vnN7W3rfpTA_46.mp4,handcuffing,3,0
flying/yt-YUjLbMwwJeg_1.mp4,flying,3,1
shopping/getty-close-up-hands-choosing-clothing-in-shopping-store-video-id513964932_12.mp4,shopping,3,0
balancing/yt-aCyxMdqONQA_3.mp4,balancing,3,1
sprinting/yt-3TNWn3zD7CM_194.mp4,sprinting,3,0
cramming/getty-college-student-doing-research-video-id104099019_2.mp4,cramming,3,2
speaking/vine-speaking-dog-funny-dog-looking-deepinthought-cute-MmVLxLqY6Wq_1.mp4,speaking,3,0
fishing/yt-h-U-4GgfVFY_48.mp4,fishing,3,0
manicuring/yt-trGTbccqCAk_43.mp4,manicuring,3,1
chasing/getty-killer-chasing-a-woman-through-the-forest-video-id503976856_2.mp4,chasing,5,0
folding/meta-1224943_491.mp4,folding,3,1
sewing/getty-interior-shots-of-a-woman-with-pink-painted-fingernails-operating-a-video-id453988114_12.mp4,sewing,3,1
asking/yt-C1pkVrHKDik_26.mp4,asking,3,1
