blocking/getty-karate-video-id635808620_4.mp4,blocking,3,0
shaving/giphy-TYO7cqAMQKpAk_0.mp4,shaving,3,0
playing+music/yt--4Wdf1SULas_35.mp4,playing+music,3,1
clapping/yt-QkG_xL9cXII_5.mp4,clapping,5,2
inflating/yt-GSwuI1vS3_0_19.mp4,inflating,3,1
mopping/yt-TXbgdo1JVPM_93.mp4,mopping,3,0
drilling/getty-oil-rig-drilling-wide-shot-oil-rig-on-january-06-2013-in-knox-county-video-id160160344_1.mp4,drilling,3,1
rafting/yt-zyZEiyjjztQ_133.mp4,rafting,3,0
sitting/yt-dolntog4DYY_946.mp4,sitting,3,0
tapping/yt-KMRts5Ot70E_368.mp4,tapping,3,1
sanding/yt-cG-_omuZZhg_52.mp4,sanding,3,1
hanging/getty-boat-trip-from-turunc-to-marmaris-marmaris-anatolia-turkey-video-id511953750_2.mp4,hanging,3,1
shouting/getty-wife-using-a-megaphone-to-scream-at-husband-video-id467589192_13.mp4,shouting,3,0
bouncing/getty-animated-countdown-with-fur-numbers-video-id472502507_4.mp4,bouncing,3,1
spreading/getty-fire-and-plumes-of-smoke-exploding-from-detonation-of-nuclear-weapons-video-idmr_00078687_5.mp4,spreading,3,0
sanding/getty-an-employee-sands-down-the-sides-of-a-vertigo-style-virtual-pinball-video-id693525452_17.mp4,sanding,4,0
whistling/yt-kzHUiigepYc_4.mp4,whistling,3,0
washing/getty--video-id482827138_1.mp4,washing,3,1
slipping/getty-snowboarder-falling-while-taking-a-selfie-video-id531962032_4.mp4,slipping,5,0
exercising/getty-cool-guy-riding-his-longboard-skate-in-the-city-video-id483745418_4.mp4,exercising,4,2
twisting/getty-young-man-jumping-in-slow-motion-while-making-a-twist-video-id142888530_11.mp4,twisting,3,1
adult+male+singing/yt-5aPzccvGv8U_1102.mp4,adult+male+singing,3,1
dancing/yt-2W4aLIlHGTo_27.mp4,dancing,3,1
running/giphy-p96temLg8ab7O_0.mp4,running,3,0
spinning/yt-KXO4lC4LjxI_17.mp4,spinning,4,0
carrying/giphy-3oKIPwxf5Sby43fZAs_1.mp4,carrying,4,0
sliding/getty-low-angle-long-shot-woman-skiing-off-cliff-on-sunny-day-landing-on-video-id791-70_8.mp4,sliding,3,1
bending/getty-acrobat-exercising-in-ruined-window-frame-video-id510130407_9.mp4,bending,3,1
flowing/getty-the-gorgeous-panoramic-night-view-of-shanghai-video-id849141566_25.mp4,flowing,3,0
standing/flickr-2-2-6-11139551226_4.mp4,standing,3,0
fighting/yt-xPOV-4ta8Vg_60.mp4,fighting,3,0
working/getty-ethiopia-men-who-work-in-salt-mines-of-the-assal-lake-video-id804554294_18.mp4,working,3,0
stretching/getty-warming-up-exercises-video-id629835320_6.mp4,stretching,4,2
flying/giphy-26ybvtX897AcoRwf6_1.mp4,flying,3,0
playing+music/giphy-pFkeMOMZH5Bv2_0.mp4,playing+music,5,1
licking/giphy-ulNyoUleLKhEc_0.mp4,licking,3,0
celebrating/getty-flying-lantern-yeepeng-loi-kra-tong-festival-in-thailand-video-id458249370_15.mp4,celebrating,3,1
raising/yt-GQJw6Q9e7a0_12.mp4,raising,3,0
stretching/vine-Normal-people-stretching-VS-me-MtTYrlbhwW6_1.mp4,stretching,4,1
smoking/yt-eDjCFrgPRTY_101.mp4,smoking,3,0
aiming/getty-medium-shot-grip-rotating-large-light-on-film-set-red-rock-canyon-video-id933-29_3.mp4,aiming,3,1
cheering/flickr-6-1-0-7-3-0-2-1-5861073021_14.mp4,cheering,3,0
storming/yt-vuk-OyG9JLs_24.mp4,storming,3,1
carving/yt-UW2dAaKk6Ko_202.mp4,carving,4,1
working/agQPXW8V_dc_80.mp4,working,4,2
scratching/flickr-0-3-9-1-7-3-2-7-2403917327_16.mp4,scratching,3,0
pushing/getty-camera-pans-along-with-a-man-pushing-a-cart-loaded-with-boxes-as-he-video-id508389164_13.mp4,pushing,3,1
kneeling/yt-g3NFzd0sNUc_26.mp4,kneeling,3,0
dancing/flickr-7-5-8-6-6-3-2-5-3075866325_3.mp4,dancing,5,0
turning/getty-4k-timelapse-wind-turbine-and-cloudscape-video-id636716928_4.mp4,turning,3,0
pouring/getty-milk-pours-on-cereal-in-slow-motion-video-id677075411_2.mp4,pouring,3,0
pulling/vine-hPl9EiZILiv_3.mp4,pulling,3,1
playing+music/yt--5L6Lo3ULpk_35.mp4,playing+music,3,1
shrugging/getty-cute-asian-girl-tossing-her-hair-and-making-various-gestures-video-id498129540_13.mp4,shrugging,3,1
peeling/yt-NNDdGnkQtTo_414.mp4,peeling,4,0
opening/flickr-1-2-3-8-9-4-5-0-8312389450_63.mp4,opening,5,1
chasing/getty-cycling-team-riding-uphill-video-id98743392_5.mp4,chasing,3,0
turning/getty-two-blue-death-feigning-beetles-waking-up-video-id605457517_4.mp4,turning,4,2
unpacking/yt-zfqLlqXaYLE_5.mp4,unpacking,3,1
gambling/getty-roulette-wheel-winner-video-id92899499_2.mp4,gambling,3,1
whistling/flickr-10816918@N05-3216094299_2.mp4,whistling,3,1
eating/yt-6dD4-8W7RDY_106.mp4,eating,5,0
ascending/flickr_R-1-1-8-8-3-2-8-3-13711883283_23.mp4,ascending,3,1
sitting/flickr-3-8-4-0-9-5-4-6-2938409546_32.mp4,sitting,4,0
jogging/getty-late-afternoon-scene-at-riverside-walk-video-id158836982_9.mp4,jogging,3,1
bulldozing/yt-9qCSXJTdPEg_275.mp4,bulldozing,4,2
crying/giphy-112f1HFolzUCBy_0.mp4,crying,3,0
playing+videogames/yt-vPSjvbRl-Ho_278.mp4,playing+videogames,3,0
filming/giphy-bn07XS9SDDfJC_0.mp4,filming,3,1
smiling/getty-woman-looking-at-city-skyline-and-smiling-video-id462476234_9.mp4,smiling,4,0
hugging/vine-delena-hugging-Muz22e1Hnxq_2.mp4,hugging,3,0
walking/getty-wide-shot-of-people-walking-and-riding-bicycles-in-city-berlin-video-id851936380_7.mp4,walking,3,0
destroying/vine-MBa3dVE5BIe_2.mp4,destroying,3,1
bubbling/getty-bubbles-video-id501776763_1.mp4,bubbling,4,0
cutting/getty-chef-preparing-orange-supreme-with-small-knife-video-id543866056_4.mp4,cutting,4,0
lifting/yt-SgTEzuXhanU_125.mp4,lifting,3,1
floating/giphy-IdQQrpdzuohpK_0.mp4,floating,3,1
shrugging/yt-UF0r3a6bGmk_2.mp4,shrugging,3,0
pouring/flickr-4-5-1-4-3-6-7-6-6845143676_1.mp4,pouring,3,0
launching/vine-Launching-for-training-MTM1VJYu7I5_2.mp4,launching,3,1
flipping/vine-MgbhnnhurwD_1.mp4,flipping,5,0
rowing/yt-P0ptX-Zcr30_18.mp4,rowing,4,0
crawling/getty-spider-crawls-over-the-rim-of-a-flower-pot-video-id574595453_4.mp4,crawling,4,0
wetting/yt-OA368GmCi70_5.mp4,wetting,3,1
snowing/getty-snow-falls-over-muddy-riverbank-video-id839363762_5.mp4,snowing,3,0
scratching/getty-man-scratches-an-itchy-rash-on-his-leg-video-id822241268_2.mp4,scratching,5,0
assembling/getty--video-id107612918_16.mp4,assembling,3,1
smoking/yt-yjAdNug-AGs_158.mp4,smoking,3,0
barbecuing/getty-grilled-pork-chop-with-butter-on-the-top-on-barbecue-grill-video-id819882948_15.mp4,barbecuing,3,0
combusting/yt-eNIaG-6l7kY_53.mp4,combusting,3,1
crawling/getty-hoverfly-crawling-across-flower-flies-off-uk-video-id150273983_1.mp4,crawling,3,1
dining/yt-JczdnC6WYm8_48.mp4,dining,3,1
dining/getty-friends-with-menus-ordering-from-waiter-at-restaurant-table-video-id622141148_12.mp4,dining,3,1
piloting/getty-pilots-in-professional-flight-simulator-during-takeoff-external-view-video-id485624545_35.mp4,piloting,3,0
singing/giphy-3oz8xW3kSRvwyPoyEo_0.mp4,singing,3,0
skating/giphy-3o7buaUJqVI23nbNJu_1.mp4,skating,4,0
telephoning/yt-M7rLNfxL7F0_223.mp4,telephoning,4,2
kicking/yt-uXn_8ZHoWoM_106.mp4,kicking,3,1
smashing/getty-waves-crashing-on-rocks-at-the-beach-at-sunset-video-id503502056_12.mp4,smashing,3,1
skiing/giphy-oBJenJjE8ucVO_1.mp4,skiing,3,1
blowing/yt-NUKJUVJiswU_19.mp4,blowing,3,1
sowing/getty-farmer-video-id113568677_8.mp4,sowing,4,2
sitting/giphy-GdRG4WHGgmNTq_0.mp4,sitting,3,0
studying/getty-professor-helping-a-student-video-id496503876_3.mp4,studying,4,0
